Number	sp	SITE	FIRE_AGE	FIRE_SEVERITY	BLOCK	TREATMENT	TRANSECT_COMBO	transect	FIELD_NO	ORDER	FAMILY	GENUS	SUB_GENUS	SPECIES	SEX	FLOWER_CODE	USDA_CODE	FLOWER_SPECIES	COUNTRY	STATE	COUNTY	LATITUDE	LONGITUDE	DATE	TIME	COLLECTOR	DETERMINED_BY	NOTES	VERIFIED_BY	value	yr	newID	Idlevel
4047	Hoplitis__albifrons.argentifrons	WF	MX	MX	1	WFMX	WFMX1_8	WFMX1_8	1CS61815	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Flathead Co.	48.67	-114.28	06/18/2015	11:30:00 AM	C.Seymour	E.G.Reese	LARGE LONG BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4048	Hoplitis__albifrons.argentifrons	PV	MX	MX	2	PVMX	PVMX2_4	PVMX2_4	2383CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.48	08/03/2014	02:10:00 PM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4049	Hoplitis__albifrons.argentifrons	WF	MX	MX	2	WFMX	WFMX2_6	WFMX2_6	6JN62415	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.3	06/24/2015	11:30:00 AM	J.Neville	E.G.Reese	M BLACK BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4050	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	2078JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/08/2014	03:25:00 PM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4051	Hoplitis__albifrons.argentifrons	PV	MX	MX	2	PVMX	PVMX2_8	PVMX2_8	2277JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	HIEALB	HIAL2	Hieracium albiflorum	USA	MT	Park Co.	45.26	-110.47	07/07/2014	03:40:00 PM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4052	Hoplitis__albifrons.argentifrons	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	3ES61815	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	ARNCOR	ARCO9	Arnica cordifolia	USA	MT	Park Co.	45.26	-110.49	06/18/2015	10:45:00 AM	E.Sawyer	E.G.Reese	M BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4053	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_9	PVHI1_9	473JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/03/2014	10:45:00 AM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4054	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	14703BM	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/03/2014	11:20:00 AM	B.M.	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4055	Hoplitis__albifrons.argentifrons	HE	MX	MX	2	HEMX	HEMX2_7	HEMX2_7	10717CHS	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	01:45:00 PM	C.H.Sweet	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4056	Hoplitis__albifrons.argentifrons	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	9715LR	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/15/2014	01:10:00 PM	L.Roberts	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4057	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	30710PM	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/10/2014	04:24:00 PM	P.M.	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4058	Hoplitis__albifrons.argentifrons	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_8	PVHI2_8	6ES61815	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	OXYCAM	OXCA4	Oxytropis campestris	USA	MT	Park Co.	45.26	-110.49	06/18/2015	11:29:00 AM	E.Sawyer	E.G.Reese	M BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4059	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_6	PVHI1_6	20725JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Park Co.	45.26	-110.47	07/25/2014	02:35:00 PM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4060	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_9	PVHI1_9	9716JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	07/16/2014	10:57:00 AM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4061	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_8	PVHI1_8	11731JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Park Co.	45.26	-110.47	07/31/2014	09:40:00 AM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4062	Hoplitis__albifrons.argentifrons	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	28730CHS	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/30/2014	12:06:00 PM	C.H.Sweet	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4063	Hoplitis__albifrons.argentifrons	HE	UN	UN	1	HEUN	HEUN1_2	HEUN1_2	30612LR	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.74	-111.76	06/12/2014	04:45:00 PM	L.Roberts	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4064	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_1	HEHI1_1	34710PM	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/10/2014	05:16:00 PM	P.M.	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4065	Hoplitis__albifrons.argentifrons	HE	MX	MX	1	HEMX	HEMX1_7	HEMX1_7	28716LR	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/16/2014	03:13:00 PM	L.Roberts	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4066	Hoplitis__albifrons.argentifrons	HE	UN	UN	3	HEUN	HEUN3_3	HEUN3_3	12LH61015	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	ARECAP	ARCA7	Arenaria capillaris	USA	MT	Lewis & Clark Co.	46.8	-111.79	06/10/2015	01:50:00 PM	L.Hamburg	E.G.Reese	M WASP		1	2015	Hoplitis__albifrons.argentifrons	s
4067	Hoplitis__albifrons.argentifrons	WF	MX	MX	1	WFMX	WFMX1_4	WFMX1_4	7B729LC	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.67	-114.28	07/29/2014	02:30:00 PM	L.Clark	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4068	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_2	PVHI1_2	27820CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/20/2014	12:50:00 PM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4069	Hoplitis__albifrons.argentifrons	PV	MX	MX	1	PVMX	PVMX1_7	PVMX1_7	2277CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/07/2014	12:40:00 PM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4070	Hoplitis__albifrons.argentifrons	PV	MX	MX	2	PVMX	PVMX2_3	PVMX2_3	8812CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/12/2014	11:20:00 AM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4071	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_3	PVHI1_3	3578CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	LUPSER	LUSE4	Lupinus sericeus	USA	MT	Park Co.	45.26	-110.47	07/08/2014	04:20:00 PM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4072	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_4	HEHI1_4	35731CHS	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CARNUT	CANU4	Carduus nutans	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/31/2014	02:57:00 PM	C.H.Sweet	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4073	Hoplitis__albifrons.argentifrons	HE	NEW	HI	2	HENEWHI	HENEWHI2_1	HEHI2_1	469CHS	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	PHLALB	PHAL8	Phlox albomarginata	USA	MT	Lewis & Clark Co.	46.7	-111.73	06/09/2014	11:27:00 AM	C.H.Sweet	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4074	Hoplitis__albifrons.argentifrons	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_8	PVHI2_8	278JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.49	07/08/2014	09:50:00 AM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4075	Hoplitis__albifrons.argentifrons	PV	MX	MX	2	PVMX	PVMX2_4	PVMX2_4	2715CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.48	07/15/2014	09:00:00 AM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4076	Hoplitis__albifrons.argentifrons	WF	MX	MX	1	WFMX	WFMX1_3	WFMX1_3	1171GH	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	CALAPI	CAAP	Calochortus apiculatus	USA	MT	Flathead Co.	48.67	-114.29	07/01/2014	01:20:00 PM	G.Hoffman	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4077	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_8	HEHI1_8	2FA6915	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	BALSAG	BASA3	Balsamorhiza sagittata	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/09/2015	08:43:00 AM	F.Ambrose	E.G.Reese	M BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4078	Hoplitis__albifrons.argentifrons	PV	MX	MX	1	PVMX	PVMX1_9	PVMX1_9	583JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.48	08/03/2014	10:47:00 AM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4079	Hoplitis__albifrons.argentifrons	PV	MX	MX	1	PVMX	PVMX1_2	PVMX1_2	1877JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/07/2014	12:40:00 PM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4080	Hoplitis__albifrons.argentifrons	HE	NEW	HI	2	HENEWHI	HENEWHI2_5	HEHI2_5	6273LR	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.74	07/03/2014	04:35:00 PM	L.Roberts	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4081	Hoplitis__albifrons.argentifrons	WF	MX	MX	2	WFMX	WFMX2_3	WFMX2_3	5730GH	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.29	07/30/2014	10:20:00 AM	G.Hoffman	E.G.Reese			1	2014	Hoplitis__albifrons.argentifrons	s
4082	Hoplitis__albifrons.argentifrons	PV	MX	MX	2	PVMX	PVMX2_3	PVMX2_3	5ES7615	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	07/06/2015	02:34:00 PM	E.Sawyer	E.G.Reese	LONG BLACK BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4083	Hoplitis__albifrons.argentifrons	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	5FA61715	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/17/2015	09:13:00 AM	F.Ambrose	E.G.Reese	M BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4084	Hoplitis__albifrons.argentifrons	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	15LH6815	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	M	PENALB	PEAL11	Penstemon albertinus	USA	MT	Lewis & Clark Co.	46.71	-111.74	06/08/2015	01:46:00 PM	L.Hamburg	E.G.Reese	M BLACK BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4085	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	27820JW	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/20/2014	01:45:00 PM	J.Wray	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4086	Hoplitis__albifrons.argentifrons	HE	NEW	HI	1	HENEWHI	HENEWHI1_6	HEHI1_6	1984LR	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/04/2014	12:16:00 PM	L.Roberts	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4087	Hoplitis__albifrons.argentifrons	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_9	PVHI1_9	3378CQ	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/08/2014	03:20:00 PM	C.Qubain	T.Griswold			1	2014	Hoplitis__albifrons.argentifrons	s
4088	Hoplitis__albifrons.argentifrons	HE	MX	MX	2	HEMX	HEMX2_5	HEMX2_5	17LH61715	Hymenoptera	Megachilidae	Hoplitis		albifrons argentifrons	F	CREATR	CRAT	Crepis atribarba	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/17/2015	12:00:00 PM	L.Hamburg	E.G.Reese	MED BEE		1	2015	Hoplitis__albifrons.argentifrons	s
4381	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_2	HEHI2_2	6LH71415	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.7	-111.74	07/14/2015	10:15:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4382	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	2772LR	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	MEDLUP	MELU	Medicago lupulina	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/02/2014	02:50:00 PM	L.Roberts	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4383	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_1	HEMX1_1	2FA61015	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	PENERI	PEER	Penstemon eriantherus	USA	MT	Lewis & Clark Co.	46.69	-111.72	06/10/2015	10:00:00 AM	F.Ambrose	E.G.Reese	S BLACK BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4384	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	2872LR	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/02/2014	02:50:00 PM	L.Roberts	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4385	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_9	HEHI2_9	8FA62215	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	TRADUB	TRDU	Tragopogon dubius	USA	MT	Lewis & Clark Co.	46.7	-111.74	06/22/2015	11:38:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4386	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_9	HEHI2_9	7LH7715	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	SISLOE	SILO3	Sisymbrium loeselii	USA	MT	Lewis & Clark Co.	46.7	-111.74	07/07/2015	10:00:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4387	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	1	HENEWHI	HENEWHI1_6	HEHI1_6	6703BM	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/03/2014	10:00:00 AM	B.M.	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4388	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	22621CQ	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/21/2014	05:20:00 PM	C.Qubain	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4389	Lasioglossum_Dialictus_albipenne	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11	28LH6915	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/09/2015	01:35:00 PM	L.Hamburg	E.G.Reese	S GOLD BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4390	Lasioglossum_Dialictus_albipenne	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	12LH61715	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/17/2015	10:30:00 AM	L.Hamburg	E.G.Reese	SMALL BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4391	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_2	HEMX1_2	23LH61715	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	LINDAL	LIDA	Linaria dalmatica	USA	MT	Lewis & Clark Co.	46.69	-111.72	06/17/2015	01:50:00 PM	L.Hamburg	E.G.Reese	SMALL BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4392	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	6LH61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	EVONUT	EVNU	Evolvulus nuttallianus	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/18/2015	09:25:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4393	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_1	HEMX1_1	20522CHS	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	ANTNEG	ANNE	Antennaria neglecta	USA	MT	Lewis & Clark Co.	46.69	-111.72	05/22/2014	02:00:00 PM	C.H.Sweet	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4394	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	1	HENEWHI	HENEWHI1_1	HEHI1_1	8FA61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	TRADUB	TRDU	Tragopogon dubius	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/18/2015	10:10:00 AM	F.Ambrose	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4395	Lasioglossum_Dialictus_albipenne	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11	31LH6915	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/09/2015	01:35:00 PM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4396	Lasioglossum_Dialictus_albipenne	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	2072LR	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/02/2014	12:30:00 PM	L.Roberts	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4397	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_7	HEMX1_7	22621LR	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	LINDAL	LIDA	Linaria dalmatica	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/21/2014	02:35:00 PM	L.Roberts	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4398	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_2	HEHI2_2	9LH62215	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	TAROFF	TAOF	Taraxacum officinale	USA	MT	Lewis & Clark Co.	46.7	-111.74	06/22/2015	10:55:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4399	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_8	HEHI2_8	24621JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.71	-111.73	06/21/2014	04:30:00 PM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_albipenne	s
4400	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	11LH6915	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	LUPSER	LUSE4	Lupinus sericeus	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/09/2015	10:09:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4401	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	4LH6315	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	AGOGLA	AGGL	Agoseris glauca	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/03/2015	04:40:00 PM	L.Heil	E.G.Reese	SMALL BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4402	Lasioglossum_Dialictus_albipenne	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	34LH6915	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	PENERI	PEER	Penstemon eriantherus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/09/2015	02:03:00 PM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4403	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_2	HEMX1_2	15LH62315	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.72	06/23/2015	10:10:00 AM	L.Hamburg	E.G.Reese	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4404	Lasioglossum_Dialictus_albipenne	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	1464LB	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	GAIARI	GAAR	Gaillardia aristata	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/04/2014	05:03:00 PM	L.Burkle	J.Gibbs			1	2014	Lasioglossum_Dialictus_albipenne	s
4405	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	3LH6315	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	AGOGLA	AGGL	Agoseris glauca	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/03/2015	04:40:00 PM	L.Heil	E.G.Reese	SMALL BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
4406	Lasioglossum_Dialictus_albipenne	HE	NEW	HI	2	HENEWHI	HENEWHI2_1	HEHI2_1	36LH61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	albipenne	F	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.7	-111.73	06/18/2015	12:25:00 PM	L.Hamburg	J.Gibbs	S BEE		1	2015	Lasioglossum_Dialictus_albipenne	s
